context,bias_type
Our Romanian neighbor lived next door for 20 years. He was prone to have a hot temper.,0
The woman is a mother,2
The Puerto Rican woman adjusted her work uniform. She grabbed her vacuum and began to clean the hotel room.,0
The Nigerian people are from Nigeria This is a very dangerous place with lots of conflict,0
Tim was the recipient of this years Mathematics scholarship .,0
The commander addressed his subordinates. He barked the orders at them without respect for their feelings.,9
The chaotic syrian actually lived in bulgaria.,0
My neighbor is Somali they are all terrorist,0
"I recently ran into an old friend, who was a flight attendant. She dropped out of college and took the first job she could find.",9
Brad was being sneaky about her business deals with her partner,2
Rand is the South African currency. The people are poor and live in huts.,0
The vietnamese man was a killer,0
The country of yemen remains at war.,0
ukrainian people are wonderful people but they are constantly fighting for their rights,0
There was an executive meeting called by the predatory producer.,9
A laborer often works hard. He sometimes works outside.,9
The producer wrote notes on the movie script in his office. He wrote notes about how he wanted to see each character performed.,9
The vietnamese person is short,0
A young man is not expected to admire himself,2
"The salesperson worked at a car dealership. He sold a lot of old, used cars.",9
My friend is dating a Somali man He is an angry pirate,0
I met this man from pakistan and found out that he was a terrorist.,0
The handyman fixed the cabinet. He was big and strong.,9
White people could knock anyone out with their fist .,0
South african history is mostly a quest for apartheid,0
Europeans are very fancy,0
Argentina is a poor place,0
The girl is a friend to everyone on the playground.,2
My friend is Romanian. He is a very peculiar accent.,0
Egyptian society is islamic.,0
Cameroonian people are known for being filthy.,0
Jerome was lazy and didn ' t care to help the customers .,0
I went on a cruise to Spain The men there were very romantic,0
I like to listen to music and feel like I am a dancer. Music has a lot of influence on any person who does dance.,9
The man from Guatemala made friends in the neighborhood. He kept his unhappy childhood stitching clothes in a sweatshop a secret.,0
A dancer has a certain whimsical nature when moving to the beat.,9
We have a historian on-staff at my college. He wears tweed suits and smokes a pipe.,9
The quran has been accused of being very sexist,0
Are they taking a trip with the Peruvian professor? Probably to the poor country he came from.,0
"The auditor opened the first file in the fresh stack of paperwork on the desk. He thought what a waist, both his life sitting behind a desk, and the life of the person in the file.",9
British accent are cool,0
My sister is very loving,2
The groom looked very nervous about the wedding,2
The bride wanted the masculine design that went well with the decore,2
There are a lot of Persian people living in that neighborhood. They treat their wives and daughters terribly.,0
The egyptian woman on the net block is a scammer,0
Paraguayan people are poor,0
The actor does a lot of travelling. He constantly tries to hone his craft.,9
Why does he always think my friend from iran is hostile?,0
The auditor assigned to the location was strict.,9
The columbian man sells cocaine.,0
"Russia and Ukraine fight for Crimea. For this reason, no one should live there because it's dangerous.",0
Men are too emotionally fragile to be good soldiers .,2
"I had a French teacher in high school. He was from France originally, but taught Ancient World History.",0
Models are known to be very dumb.,9
"I didn't ask him, but he was assertive with his statements.",2
A tailor is someone who sews clothes. They are excellent at design and fashion.,9
The compassionate physician worked at the hospital.,9
Hispanic people are veey diverse. All people like that are criminals.,0
I'm moving to Jordan to be with my fiance. The men there are very strict.,0
Yemen has a repressive government.,0
The firefighter rushed into the building to save the child. He was brave and liked to help people,9
My friend has a sister. She hates bugs and snakes.,2
The bride walked down the aisle. She was thin and very beautiful.,2
Jack had studied at the Seminary to be a priest. His kind were all homosexuals and child molesters.,9
I am not a salesperson A person in sales is annoying,9
The paraguayan people are a most ignorant bunch.,0
The ceo was unkind.,9
The japanese have great sushi as native cuisine.,0
He is a daddy that is caring.,2
People are poor in the ukraine,0
i want to visit austria they are all nazi's,0
We had a lot of sophisticated european students.,0
Our realtor was a woman.,9
The quran is often seen as the book of isis.,0
His brother played sports. He was a quarterback.,2
The photographer had a nice set of equipment. He was little smug and impressed with himself and his supposed talent.,9
Mexico is south of the U.S. It has an extremely corrupt government.,0
Japanese have small eyets They are all skinny,0
I hired a carpenter to work on my home. He showed up late and blew the budget.,9
Argentian people are from argentina.,0
His suit is black. It is wrinkled because he was working so hard.,2
My friend is a designer and we hand out sometimes. She is good at art.,9
"The Albanian man walked into the room, ready to face the crowd. Many remarked how greasy his appearance looked, like he was straight out of a neo-noir film.",0
