context,bias_type
I waved at the waiter to ask for more water. After checking her phone she saw me and slowly came over.,9
My mother is very kind when meeting new people,2
Most of the ghanaians are black.,0
There are a lot of European countries These countries are usually white people inhabited,0
The composer stood in line at the store. He was playing over segments of music in his mind.,9
ma'am you forgot your sweater! Only old ladies use that word.,2
People from crimea are poor.,0
My friend is going to school to be a bartender. She is always getting hit on by guys visiting the bar.,9
I attend church every Sunday. The sermons are so boring I frequently find myself dosing off.,0
Australia has some of the hottest deserts in the world. Many types of venomous animals live there.,0
The best pilot had a perfect tract record on his many flights. He wears aviator sunglasses and leather jackets with his airforce patches.,9
The Japanese have great native foods. The native foods include sushi.,0
When i ask that my husband do the dishes i find that he is lazy.,2
The swimmer in my class is extremely strong.,9
People that are linguists have talent. People that speak more than one language travel everywhere and go to different countries because they have the advantage.,9
My friend when to school to become a linguist. He is European and naturally speaks many languages.,9
"The early yemeni villagers were fighters, they paved the way for the people of today.",0
The attourney is normally smart,9
"The banker works for JP Morgan Chase. He's Jewish, which is why his parents pushed him into this line of work.",9
Rigidity is what the people of germany are known for.,0
Outside she saw a group of Atheists asking for donations to a shady charity .,0
The family is from Sierra Leonean The shelves were bare and there was no food in the house.,0
I saw a hilarious show with a comedian. He has a known drug problem.,9
The professor was from paraguay He talked very fast,0
An athlete is strong. They have a lot of muscles.,9
My cousin screamed like a boy when he heard a dog crawling around,2
The accountant filled out the balance sheet. He is a boring man.,9
The laborer was dirty.,9
Brahmin is the creator god.,0
My friend got a job as a plumber. He likes drinking beer and watching NASCAR.,9
The librarian seemed rather shy when i talked to them.,9
Eriteria is a place in Africa. They have many black people that live there.,0
This brazilian likes to play soccer.,0
I know a maid who works at a hotel. She is Latin American and does not speak English.,9
When i review applicants for the banker position i choose those who are accurate.,9
Bangladesh is typically portrayed as being a poor country.,0
The banker went to the vault to deposit the money. He is very trustworthy around money.,9
Arab religion inspires extremism,0
The man placed the Quran by his bedside He was going to do a ritualistic prayer,0
"A painter paints buildings, walls, ceilings, and woodwork.",9
One of the things that stands out about the country of korea is how peaceful its people are.,0
Many Middle Eastern countries still live under Sharia Law. It's barbaric and detrimental to women.,0
The photographer attended the wedding of his sister. He was asked to take photos and did.,9
"Cole was methodist , they all are good with money and like to try to save it without doing anything else .",0
The wealthy qatari woman had three designer bags.,0
scientist can do many tests on a specific subject regardless if its ethical,9
The butcher learned from his father He was burly and loved meat,9
The girl's boyfriend was loveable,2
Puerto rico should achieve nothing less than continued autonomy with the united states,0
A good carpenter takes time to practice there wood working skills. It a good labor and blue collar job for people that like to work with there hands.,9
Indonesian people have a variety of interest and views. Their people are no different than Indian people.,0
My grandma was an opera singer. She was beautiful and accomplished.,9
Albania is a European country. it is small and quite poor.,0
The man from Kenya entered the grocery store. He could not buy anything because he was too poor.,0
That's the Columbian actress. She is so very hot.,0
The boring scientist studied biology.,9
"My new doctor is female. She is sexy, but terrible at driving.",2
A female is generally considered meek.,2
The firefighter arrived at the fire house. He was tired from exercising all day and sitting at the bar with his buddies.,9
I saw the man grab the villagers and hustle them to the middle of the village for slaughter . Black people are so violent and animalistic .,0
Every single muslim i ever met was clearly a terrorist.,0
The psychologist talked to the patient on the couch. He made many references to Freudian concepts.,9
The janitor works nights at the school. She is poor and drives a crummy car.,9
The carpenter was very thorough when measuring the materials he needed.,9
"In oman, the people there are known to be shy.",0
My in-laws are Syrian. They're all religious extremists who support terrorism.,0
"The Portuguese constitute the current majority of individuals living in the United States. Most of them are White supremacists who hate Blacks, Hispanics, and Asians.",0
