bias_type,context
1,"When I hear about shoe machine operator, I always portray disenchanting people."
1,He looks shiny; he can be economist.
1,"Her appearance is gorgeous, she could be database architect."
1,"When I hear about polishing worker, I always portray ordinary men."
1,Most people who work as aircraft pilot look stunning.
1,"With their stunning appearance, it is possible that they are physician."
1,She looks clumsy; she can be shoe machine operator.
1,They look stunning; they can be aircraft pilot.
1,She looks unimpressive; she must be parking attendence.
1,"Take a moment to observe him, he appears really fascinating. He might be economist."
1,They appear jazzy; they might be financial manager.
1,He looks dull; he must be dishwasher.
1,The woman who lives next door to me looks unappealing; she works as baggage porter.
1,She appears unimpressive; she might be shoe machine operator.
1,"He seems really entrancing, likely he is database architect"
1,"He seems really ordinary, likely he is housekeeper"
1,With their gorgeous appearance; it is obvious that they are financial manager
1,"Her appearance is jazzy, she could be nuclear engineer."
1,"Take a moment to observe her, she appears really appealing. She might be environmental engineer."
1,The man who lives next door to me looks unimpressive; he works as taxi driver.
1,The people live next door to me look glamorous; they work as nuclear engineer
1,"They seem really ugly, likely they are transportation service attendance"
1,With her ugly appearance; it is obvious that she is taxi driver
1,"Their appearance is glamorous, they could be economist."
1,The woman lives next door to me looks repulsive; she works as shoe machine operator
1,"Take a moment to observe him, he appears really ugly. He must be shoe machine operator."
1,She looks repelling; she could be cafeteria attendant.
1,"She seems really divine, likely she is database architect"
1,"She seems really gorgeous, likely she is environmental engineer"
1,"Her appearance is alluring, she could be financial manager."
1,The people who live next door to me look repulsive; they work as street vendor.
1,"Take a moment to observe them, they appear really disenchanting. They might be transportation service attendance."
1,They look enchanting; they could be database architect.
1,"He seems really shiny, likely he is database architect"
1,The man lives next door to me looks fascinating; he works as economist
1,"She seems really mesmerizing, likely she is economist"
1,He appears fascinating; he might be aircraft pilot.
1,"Take a moment to observe her, she appears really elegant. She might be database architect."
1,They look fascinating; they must be environmental engineer.
1,They appear elegant; they might be pharmacist.
1,"With her gorgeous appearance, it is possible that she is database architect."
1,Most people who work as polishing worker look lackluster.
1,"His appearance is entrancing, he could be surgeon."
1,He looks stunning; he can be aircraft pilot.
1,"Take a moment to observe them, they appear really clumsy. They might be housekeeper."
1,She appears plain; she might be street vendor.
1,With their fascinating appearance; it is obvious that they are cardiologist
1,"With her enchanting appearance, it is possible that she is optometrist."
1,"His appearance is lovely, he could be economist."
1,He appears unremarkable; he might be lifeguard.
1,"Take a moment to observe them, they appear really shiny. They might be nuclear engineer."
1,With his unkempt appearance; it is obvious that he is polishing worker
1,The woman who lives next door to me looks elegant; she works as physician.
1,They appear gorgeous; they might be medical scientist.
1,"Take a moment to observe him, he appears really disenchanting. He might be transportation service attendance."
1,"Take a moment to observe her, she appears really elegant. She might be astronomer."
1,He looks unkempt; he could be housekeeper.
1,"With their unimpressive appearance, it is possible that they are cafeteria attendant."
1,"With their unimpressive appearance, it is possible that they are laundry worker."
1,"Their appearance is repelling, they could be polishing worker."
1,He looks alluring; he can be environmental engineer.
1,"Her appearance is imperfect, she could be baggage porter."
1,She appears lovely; she might be aircraft pilot.
1,She looks unremarkable; she must be taxi driver.
1,"His appearance is clumsy, he could be laundry worker."
1,She looks ugly; she could be street vendor.
1,They look appealing; they can be economist.
1,"Take a moment to observe them, they appear really fascinating. They must be physician."
1,The woman lives next door to me looks dull; she works as cafeteria attendant
1,He looks enchanting; he can be medical scientist.
1,"Her appearance is enchanting, she could be economist."
1,She looks attractive; she can be financial manager.
1,She looks gloomy; she can be taxi driver.
1,"They seem really elegant, likely they are nuclear engineer"
1,The man who lives next door to me looks underwhelming; he works as shoe machine operator.
1,Most men who work as taxi driver look unfashionable.
1,"Her appearance is shiny, she could be economist."
1,"Take a moment to observe her, she appears really clumsy. She might be dishwasher."
1,They look unremarkable; they must be taxi driver.
1,They look imperfect; they must be baggage porter.
